,Name,Encoded Name,Searched City,Yelp URL,Yelp Rating,Yelp Num Reviews,Yelp Address,Yelp Cost,Yelp Neighborhood,Yelp Tags
1109,Buerjia Chinese Sauerkraut Fish,Buerjia%20Chinese%20Sauerkraut%20Fish,Shoreline,https://www.yelp.com/biz/buerjia-chinese-sauerkraut-fish-seattle,3.9,34,"13200 Aurora Ave N Seattle, WA 98133",,See all photos from Amy C. for Buerjia Chinese Sauerkraut Fish,"['Szechuan', 'Seafood']"
1110,Kuan & Zhai Alley,Kuan%20%26%20Zhai%20Alley,Shoreline,https://www.yelp.com/biz/kuan-and-zhai-alley-seattle-2,3.7,103,"14409 Greenwood Ave N Seattle, WA 98133",$$,See all photos from Marie B. for Kuan & Zhai Alley,"['Seafood', 'Soup', 'Hot Pot']"
1111,Nori Presto,Nori%20Presto,Shoreline,https://www.yelp.com/biz/nori-presto-seattle,4.2,226,"12354 15th Ave NE Seattle, WA 98125",$,123rd St & 125th St,"['Japanese', 'Chinese', 'Sushi Bars']"
1112,Katsu Burger,Katsu%20Burger,Shoreline,https://www.yelp.com/biz/katsu-burger-seattle,4.2,916,"6538 4th Ave S Seattle, WA 98108",$$,See all photos from Jinyen C. for Katsu Burger,"['Burgers', 'Japanese']"
1113,The Butcher Shop Cafe,The%20Butcher%20Shop%20Cafe,Shoreline,https://www.yelp.com/biz/the-butcher-shop-cafe-kenmore,3.9,94,"15022 Juanita Dr NE Kenmore, WA 98028",$$,See all photos from Dembe N. for The Butcher Shop Cafe,"['Meat Shops', 'Cafes', 'Butcher']"
1114,Cascades,Cascades,Shoreline,https://www.yelp.com/biz/cascade-apartments-seattle,3.8,35,Verified by Business,,South Lake Union,['Apartments']
1115,Shay’s Restaurant,Shay%E2%80%99s%20Restaurant,Shoreline,https://www.yelp.com/biz/shays-restaurant-shoreline,3.7,100,"15744 Aurora Ave N Shoreline, WA 98133",$,See all photos from Marie B. for Shay's Restaurant,"['Breakfast & Brunch', 'Burgers', 'Sandwiches']"
1116,Anita’s Mexican Food,Anita%E2%80%99s%20Mexican%20Food,Shoreline,https://www.yelp.com/biz/anitas-mexican-food-seattle-3,4.4,82,"12245 Aurora Ave N Seattle, WA 98133",$,Bitter Lake,"['Food Trucks', 'Mexican']"
1117,Fu Shen,Fu%20Shen,Shoreline,https://www.yelp.com/biz/fu-shen-seattle,4.2,275,,Unclaimed,See all photos from Celina S. for Fu Shen,"['Chinese', 'Seafood']"
1118,The Thirsty Fish,The%20Thirsty%20Fish,Shoreline,https://www.yelp.com/biz/the-thirsty-fish-seattle,3.9,116,"9041 Holman Rd NW Seattle, WA 98117",Unclaimed,See all photos from J K. for The Thirsty Fish,"['New American', 'Sports Bars', 'Breakfast & Brunch']"
1119,Old Village,Old%20Village,Shoreline,https://www.yelp.com/biz/old-village-seattle,3.3,501,"15200 Aurora Ave N Ste D Seattle, WA 98133",$$,See all photos from Eric K. for Old Village,"['Korean', 'Barbeque']"
1120,Q Sushi Bar & Kitchen,Q%20Sushi%20Bar%20%26%20Kitchen,Shoreline,https://www.yelp.com/biz/q-sushi-bar-and-kitchen-lynnwood-2,4.7,142,"20101 44th Ave W Ste E Lynnwood, WA 98036",$$,See all photos from Derrick G. for Q Sushi Bar & Kitchen,"['Japanese', 'Sushi Bars', 'Salad']"
1121,Geo’s Cuban Bar and Grill,Geo%E2%80%99s%20Cuban%20Bar%20and%20Grill,Shoreline,https://www.yelp.com/biz/geos-cuban-bar-and-grill-seattle-2,,,,,,
1122,Taqueria Tonita,Taqueria%20Tonita,Shoreline,https://www.yelp.com/biz/taqueria-tonita-lake-forest-park-2,4.8,23,"16827 NE Bothell Way Lake Forest Park, WA 98155",Unclaimed,N Brookside Blvd & N 60th Ave,"['Mexican', 'Food Trucks']"
1123,Cafe Banh Mi,Cafe%20Banh%20Mi,Shoreline,https://www.yelp.com/biz/cafe-banh-mi-seattle-3,4.6,113,"10700 Meridian Ave N Ste 106 Seattle, WA 98133",$,Licton Springs,"['Cafes', 'Sandwiches', 'Vietnamese']"
1124,Mekong Village,Mekong%20Village,Shoreline,https://www.yelp.com/biz/mekong-village-seattle,4,410,"12020 Aurora Ave N Seattle, WA 98133",$$,See all photos from Max B. for Mekong Village,"['Vietnamese', 'Noodles', 'Sandwiches']"
1125,Bangkok Food Truck,Bangkok%20Food%20Truck,Shoreline,https://www.yelp.com/biz/bangkok99-food-truck-seattle-3,4.8,60,"13001 Lake City Way NE Seattle, WA 98125",$,Olympic Hills,"['Thai', 'Coffee & Tea', 'Noodles']"
1126,Taqueria’s Los Amigos,Taqueria%E2%80%99s%20Los%20Amigos,Shoreline,https://www.yelp.com/biz/taquerias-los-amigos-shoreline,4.4,68,,Unclaimed,Write a Review,"['Mexican', 'Food Trucks']"
1127,Heaven Sent Fried Chicken,Heaven%20Sent%20Fried%20Chicken,Shoreline,https://www.yelp.com/biz/heaven-sent-fried-chicken-seattle,3.3,289,"14330 Lake City Way NE Seattle, WA 98125",$$,143rd St & N Bothell Way,"['Southern', 'Soul Food', 'Fast Food']"
1128,Savvy Thai Cuisine,Savvy%20Thai%20Cuisine,Shoreline,https://www.yelp.com/biz/savvy-thai-cuisine-edmonds-2,3.9,285,"22611 76th Ave W Ste 103 Edmonds, WA 98026",$$,See all photos from James E. for Savvy Thai Cuisine,"['Thai', 'Noodles', 'Soup']"
1129,Sunflower Garden,Sunflower%20Garden,Shoreline,https://www.yelp.com/biz/sunflower-garden-seattle,4.7,72,"10410 Greenwood Ave N Ste A Seattle, WA 98133",,See all photos from Jared P. for Sunflower Garden,"['Chinese', 'Soup', 'Chicken Wings']"
1130,Taqueria’s Los Amigos,Taqueria%E2%80%99s%20Los%20Amigos,Shoreline,https://www.yelp.com/biz/taquerias-los-amigos-shoreline,4.4,68,,Unclaimed,Write a Review,"['Mexican', 'Food Trucks']"
1131,San Fernando Roasted Chicken,San%20Fernando%20Roasted%20Chicken,Shoreline,https://www.yelp.com/biz/san-fernando-roasted-chicken-seatac,4,352,"16616 International Blvd SeaTac, WA 98188",Unclaimed,167th St & 160th St,"['Peruvian', 'Barbeque', 'Chicken Shop']"
1132,Sunflower Garden,Sunflower%20Garden,Shoreline,https://www.yelp.com/biz/sunflower-garden-seattle,4.7,72,"10410 Greenwood Ave N Ste A Seattle, WA 98133",,See all photos from Jared P. for Sunflower Garden,"['Chinese', 'Soup', 'Chicken Wings']"
1133,Kona Kitchen - Lynnwood,Kona%20Kitchen%20-%20Lynnwood,Shoreline,https://www.yelp.com/biz/kona-kitchen-lynnwood-lynnwood-2,3.8,451,"3805 196th St SW Lynnwood, WA 98036",$$,See all photos from Mojdeh S. for Kona Kitchen - Lynnwood,"['Breakfast & Brunch', 'Hawaiian', 'Diners']"
1134,Happy Lemon,Happy%20Lemon,Shoreline,https://www.yelp.com/biz/happy-lemon-south-lake-union-seattle-2,3.6,136,"2245 8th Ave Ste R1-1A Seattle, WA 98121",$,See all photos from Sampson S. for Happy Lemon - South Lake Union,"['Bubble Tea', 'Juice Bars & Smoothies', 'Waffles']"
1135,Dong Ting Chun,Dong%20Ting%20Chun,Shoreline,https://www.yelp.com/biz/dong-ting-chun-edmonds,3.6,303,"22001 WA-99 Ste 400 Edmonds, WA 98026",Unclaimed,See all photos from Ellie W. for Dong Ting Chun,['Chinese']
1136,Famous Dave’s Bar-B-Que,Famous%20Dave%E2%80%99s%20Bar-B-Que,Shoreline,https://www.yelp.com/biz/famous-daves-bar-b-que-seattle,3.5,22,"401 NE Northgate Way Ste 1106 Seattle, WA 98125",,See all photos from Noah B. for Famous Dave's Bar-B-Que,"['Food Delivery Services', 'Comfort Food', 'Barbeque']"
1137,O Maki Rolls & Teriyaki,O%20Maki%20Rolls%20%26%20Teriyaki,Shoreline,https://www.yelp.com/biz/o-maki-rolls-and-teriyaki-seattle,4.2,103,"8530 Palatine Ave N Seattle, WA 98103",$$,Greenwood,"['Japanese', 'Sushi Bars']"
1138,Grumpy’s Food Truck,Grumpy%E2%80%99s%20Food%20Truck,Shoreline,https://www.yelp.com/biz/grumpys-food-truck-seattle,4.3,125,"5401 17th Ave Seattle, WA 98107",$,See all photos from Nik S. for Grumpy's Food Truck,"['Mexican', 'Food Trucks']"
1139,North Star Diner & Shanghai Room,North%20Star%20Diner%20%26%20Shanghai%20Room,Shoreline,https://www.yelp.com/biz/north-star-diner-seattle-3,3.8,354,"8580 Greenwood Ave N Seattle, WA 98103",$$,Greenwood,"['Bars', 'Diners', 'Breakfast & Brunch']"
1140,North Star Diner & Shanghai Room,North%20Star%20Diner%20%26%20Shanghai%20Room,Shoreline,https://www.yelp.com/biz/north-star-diner-seattle-3,3.8,354,"8580 Greenwood Ave N Seattle, WA 98103",$$,Greenwood,"['Bars', 'Diners', 'Breakfast & Brunch']"
1141,Magnuson Cafe & Brewery,Magnuson%20Cafe%20%26%20Brewery,Shoreline,https://www.yelp.com/biz/magnuson-cafe-and-brewery-seattle-2,3.4,259,"7801 62nd Ave NE Seattle, WA 98115",$$,See all photos from Holly M. for Magnuson Cafe & Brewery,"['Brewpubs', 'Breakfast & Brunch']"
1142,San Fernando Roasted Chicken,San%20Fernando%20Roasted%20Chicken,Shoreline,https://www.yelp.com/biz/san-fernando-roasted-chicken-seatac,4,352,"16616 International Blvd SeaTac, WA 98188",Unclaimed,167th St & 160th St,"['Peruvian', 'Barbeque', 'Chicken Shop']"
1143,Chick-fil-A,Chick-fil-A,Shoreline,https://www.yelp.com/biz/chick-fil-a-seattle-2,2.9,130,"12801 Aurora Ave N Seattle, WA 98133",,Bitter Lake,"['Fast Food', 'Chicken Shop', 'Sandwiches']"
1144,El Patio,El%20Patio,Shoreline,https://www.yelp.com/biz/el-patio-seattle,3.9,59,"9710 Aurora Ave N Seattle, WA 98103",,Licton Springs,"['Latin American', 'Salad', 'Seafood']"
1145,Acapulco Fresh Mexican Grill,Acapulco%20Fresh%20Mexican%20Grill,Shoreline,https://www.yelp.com/biz/acapulco-fresh-mexican-grill-kenmore,4.2,183,"6016 NE Bothell Way Ste D Kenmore, WA 98028",Unclaimed,See all photos from John G. for Acapulco Fresh Mexican Grill,"['Mexican', 'Fast Food']"
1146,Arnies Restaurant,Arnies%20Restaurant,Shoreline,https://www.yelp.com/biz/arnies-restaurant-edmonds-edmonds,3.6,619,"300 Admiral Way Ste 211 Edmonds, WA 98020",$$$,See all photos from Margareth R. for Arnies Restaurant - Edmonds,['Seafood']
1147,Vinbero,Vinbero,Shoreline,https://www.yelp.com/biz/vinbero-edmonds,4.3,51,"203 5th Ave S Ste 1 Edmonds, WA 98020",,See all photos from Kathie s. for Vinbero,"['Cheese Shops', 'Cafes', 'Wine Bars']"
1148,Thai by Day,Thai%20by%20Day,Shoreline,https://www.yelp.com/biz/thai-by-day-edmonds,4.4,181,"182 Sunset Ave Edmonds, WA 98020",,Write a Review,"['Asian Fusion', 'Thai']"
1149,Tubs Gourmet Subs,Tubs%20Gourmet%20Subs,Shoreline,https://www.yelp.com/biz/tubs-gourmet-subs-seattle,4.3,561,"11064 Lake City Way NE Ste 16 Seattle, WA 98125",$$,See all photos from Tejal B. for Tubs Gourmet Subs,['Sandwiches']
1150,Famous Dave’s Bar-B-Que,Famous%20Dave%E2%80%99s%20Bar-B-Que,Shoreline,https://www.yelp.com/biz/famous-daves-bar-b-que-seattle,3.5,22,"401 NE Northgate Way Ste 1106 Seattle, WA 98125",,See all photos from Noah B. for Famous Dave's Bar-B-Que,"['Food Delivery Services', 'Comfort Food', 'Barbeque']"
1151,Kitty Korner,Kitty%20Korner,Shoreline,https://www.yelp.com/biz/kitty-corner-seattle,,,"4707 California Ave SW Seattle, WA 98116",,Junction,
1152,Stanford’s Northgate,Stanford%E2%80%99s%20Northgate,Shoreline,https://www.yelp.com/biz/stanfords-seattle-4,3.2,575,"401 NE Northgate Way Ste 1106 Seattle, WA 98125",$$,Northgate,"['American', 'Seafood', 'Steakhouses']"
1153,Here & There Grill,Here%20%26%20There%20Grill,Shoreline,https://www.yelp.com/biz/here-and-there-grill-edmonds-2,4.4,62,"Edmonds, WA 98020",$$,Write a Review,"['Food Trucks', 'Sandwiches']"
1154,Yua Ramen,Yua%20Ramen,Shoreline,https://www.yelp.com/biz/yua-ramen-edmonds,4.1,123,"22511 Hwy 99 Ste 105 Edmonds, WA 98026",$$,Write a Review,"['Ramen', 'Izakaya']"
1155,Pho Ha,Pho%20Ha,Shoreline,https://www.yelp.com/biz/pho-ha-seattle-2,3.1,83,"6519 4th Ave S Ste B Seattle, WA 98108",$,Georgetown,"['Vietnamese', 'Noodles', 'Thai']"
1156,Yummy Box,Yummy%20Box,Shoreline,https://www.yelp.com/biz/yummy-box-edmonds,3.7,37,"23916 Hwy 99 Edmonds, WA 98026",Unclaimed,Write a Review,"['Food Trucks', 'Asian Fusion']"
1157,Peking House,Peking%20House,Shoreline,https://www.yelp.com/biz/peking-house-shoreline,3.1,169,"17505 15th Ave NE Shoreline, WA 98155",$$,See all photos from James E. for Peking House,"['Chinese', 'Seafood']"
1158,Rory’s of Edmonds Bar & Grill,Rory%E2%80%99s%20of%20Edmonds%20Bar%20%26%20Grill,Shoreline,https://www.yelp.com/biz/rorys-of-edmonds-bar-and-grill-edmonds,3.9,294,"105 Main St Edmonds, WA 98020",$$,See all photos from Alison P. for Rory's of Edmonds Bar & Grill,"['Bars', 'American']"
1159,Gilson Korean Restaurant,Gilson%20Korean%20Restaurant,Shoreline,https://www.yelp.com/biz/gilson-korean-restaurant-edmonds,3.8,136,,Unclaimed,See all photos from Flora L. for Gilson Korean Restaurant,['Korean']
1160,Aleppo Kitchen,Aleppo%20Kitchen,Shoreline,https://www.yelp.com/biz/aleppos-kitchen-anaheim,4.2,809,"2414 E Katella Ave Anaheim, CA 92806",$$,See all photos from Mitch - Allaboutdafood R. for Aleppo's Kitchen,"['Mediterranean', 'Syrian', 'Sandwiches']"
1161,Lake City Gyros,Lake%20City%20Gyros,Shoreline,https://www.yelp.com/biz/lake-city-gyros-seattle,4.4,236,"12340 Lake City Way NE Seattle, WA 98125",Unclaimed,125th St & N 30th Ave,"['Middle Eastern', 'Mediterranean', 'Greek']"
1162,Ichi Roll Wok & Teriyaki,Ichi%20Roll%20Wok%20%26%20Teriyaki,Shoreline,https://www.yelp.com/biz/ichi-roll-wok-and-teriyaki-seattle,4.1,134,"306 N 125th St Seattle, WA 98133",$$,See all photos from Yun-Wen L. for Ichi Roll Wok & Teriyaki,"['Sushi Bars', 'Japanese', 'Chinese']"
1163,Boiling Point,Boiling%20Point,Shoreline,https://www.yelp.com/biz/boiling-point-seattle,3.4,1002,"610 5th Ave S Seattle, WA 98104",$$,"Chinatown, Chinatown International District","['Taiwanese', 'Hot Pot', 'Comfort Food']"
1164,Wild Mountain Cafe,Wild%20Mountain%20Cafe,Shoreline,https://www.yelp.com/biz/wild-mountain-cafe-seattle,4.1,530,"1408 NW 85th St Seattle, WA 98117",$$,See all photos from Jenn C. for Wild Mountain Cafe,"['American', 'Breakfast & Brunch']"
1165,Dumpling Generation - Lake Forest Park,Dumpling%20Generation%20-%20Lake%20Forest%20Park,Shoreline,https://www.yelp.com/biz/dumpling-generation-lake-forest-park-lake-forest-park,2.8,55,"17171 Bothell Way NE Lake Forest Park, WA 98155",,N 60th Ave,['Chinese']
1166,Santorini Pizza & Pasta,Santorini%20Pizza%20%26%20Pasta,Shoreline,https://www.yelp.com/biz/santorini-pizza-and-pasta-seattle,4.1,105,"11001 35th Ave NE Seattle, WA 98125",$$,113th St & 110th St,"['Pizza', 'Italian', 'Sandwiches']"
1167,Thai Greenwood,Thai%20Greenwood,Shoreline,https://www.yelp.com/biz/thai-greenwood-seattle,4.1,107,"14419 Greenwood Ave N Ste C Seattle, WA 98133",$$,Broadview,"['Thai', 'Bars', 'Noodles']"
1168,Pho An,Pho%20An,Shoreline,https://www.yelp.com/biz/pho-an-seattle,4.2,501,"12526 Lake City Way NE Seattle, WA 98125",$,N 31st Ave & 127th St,"['Vietnamese', 'Noodles']"
1169,Greenwood Flame Burger,Greenwood%20Flame%20Burger,Shoreline,https://www.yelp.com/biz/greenwood-flame-burger-seattle,3.9,59,"10410 Greenwood Ave N Ste B Seattle, WA 98133",,Greenwood,"['Burgers', 'Halal', 'Chicken Wings']"
1170,Fuji Teppanyaki & Sushi,Fuji%20Teppanyaki%20%26%20Sushi,Shoreline,https://www.yelp.com/biz/fuji-sushi-seattle,3.8,602,"520 S Main St Seattle, WA 98104",$$,See all photos from Mrk P. for Fuji Sushi,"['Sushi Bars', 'Japanese']"
1171,Las Margaritas,Las%20Margaritas,Shoreline,https://www.yelp.com/biz/las-margaritas-seattle,3.4,207,"14356 Aurora Ave N Seattle, WA 98133",$$,See all photos from Trista H. for Las Margaritas,"['Mexican', 'Cocktail Bars']"
1172,Chada Thai Restaurant,Chada%20Thai%20Restaurant,Shoreline,https://www.yelp.com/biz/chada-thai-restaurant-seattle,4.1,265,"308 N 125th St Seattle, WA 98133",$$,Bitter Lake,"['Thai', 'Noodles', 'Vegetarian']"
1173,Taqueria Pollo Asado,Taqueria%20Pollo%20Asado,Shoreline,https://www.yelp.com/biz/taqueria-pollo-asado-lynnwood,4.7,255,"2121 196th St SW Lynnwood, WA 98036",$,See all photos from David L. for Taqueria Pollo Asado,['Mexican']
1174,Nasai Teriyaki,Nasai%20Teriyaki,Shoreline,https://www.yelp.com/biz/nasai-teriyaki-at-uw-seattle-3,3.3,133,"4305 University Way N E Seattle, WA 98105",Unclaimed,University District,['Japanese']
1175,Girardi’s Osteria,Girardi%E2%80%99s%20Osteria,Shoreline,https://www.yelp.com/biz/girardis-osteria-edmonds-2,3.6,630,"504 5th Ave S Edmonds, WA 98020",$$,Write a Review,['Italian']
1176,Best Teriyaki,Best%20Teriyaki,Shoreline,https://www.yelp.com/biz/seattles-best-teriyaki-seattle-2,3.3,84,"2445 4th Ave S Seattle, WA 98134",$,Industrial District,['Japanese']
1177,Shore Pine Coffee & Gelato,Shore%20Pine%20Coffee%20%26%20Gelato,Shoreline,https://www.yelp.com/biz/shore-pine-coffee-and-gelato-edmonds,3.4,17,"220 Railroad Ave Edmonds Waterfront Center Edmonds, WA 98020",,See all photos from Micah R. for Shore Pine Coffee & Gelato,"['Gelato', 'Cafes']"
1178,Teriyaki Island,Teriyaki%20Island,Shoreline,https://www.yelp.com/biz/teriyaki-island-shoreline,3.8,104,"1263 N 205th St Shoreline, WA 98133",Unclaimed,Write a Review,['Japanese']
1179,Cafe Munir,Cafe%20Munir,Shoreline,https://www.yelp.com/biz/cafe-munir-seattle,4.1,340,"2408 NW 80th St Seattle, WA 98117",$$,"Loyal Heights, Ballard",['Lebanese']
1180,Korean Fried Chicken,Korean%20Fried%20Chicken,Shoreline,https://www.yelp.com/biz/kkokio-seattle-2,4.2,76,"810 Rainier Ave S Seattle, WA 98144",,Central District,"['Asian Fusion', 'Korean', 'Vietnamese']"
1181,Country Fried Chicken,Country%20Fried%20Chicken,Shoreline,https://www.yelp.com/biz/country-fried-chicken-seattle-2,2.5,8,"14314 Greenwood Ave N Seattle, WA 98133",Unclaimed,Bitter Lake,"['Fast Food', 'Chicken Wings']"
1182,Omar’s Taqueria,Omar%E2%80%99s%20Taqueria,Shoreline,https://www.yelp.com/biz/omars-taqueria-lynnwood,4.6,119,"20801 WA-99 Ste 102 Lynnwood, WA 98036",,See all photos from Derrick G. for Omar's Taqueria,['Tacos']
1183,Luna Azul,Luna%20Azul,Shoreline,https://www.yelp.com/biz/luna-azul-seattle,4.3,212,"8552 Greenwood Ave N Seattle, WA 98103",$$,Greenwood,"['Mexican', 'Latin American', 'Beer Bar']"
1184,Todo Mexico,Todo%20Mexico,Shoreline,https://www.yelp.com/biz/todo-mexico-lynnwood,3.7,225,"4926 196th St SW Lynnwood, WA 98036",Unclaimed,Write a Review,['Mexican']
1185,Teriyaki Plus,Teriyaki%20Plus,Shoreline,https://www.yelp.com/biz/teriyaki-plus-seattle-3,3.7,81,"2100 N Northgate Way Ste B Seattle, WA 98133",$,Haller Lake,['Japanese']
1186,Thai Family Restaurant,Thai%20Family%20Restaurant,Shoreline,https://www.yelp.com/biz/krua-thai-family-kitchen-seattle,3.7,243,"2515 NE 55th St Seattle, WA 98105",$$,Ravenna,['Thai']
1187,Gangnam Korean Restaurant,Gangnam%20Korean%20Restaurant,Shoreline,https://www.yelp.com/biz/gangnam-seattle-seattle,4.3,62,"516 6th Ave S Seattle, WA 98104",$$,See all photos from Helene L. for Gangnam Seattle,"['Korean', 'Barbeque', 'Chicken Shop']"
1188,Wet -Mex,Wet%20-Mex,Shoreline,https://www.yelp.com/biz/wet-clay-cafe-seattle,3.5,11,"1109 N 35th St Seattle, WA 98103",,Fremont,"['Art Classes', 'Paint-Your-Own Pottery']"
1189,Hops n Drops,Hops%20n%20Drops,Shoreline,https://www.yelp.com/biz/hops-n-drops-maple-valley,3.7,357,"26420 Maple Valley Black Diamond Rd SE Maple Valley, WA 98038",$$,See all photos from Susan W. for Hops n Drops,"['Fast Food', 'Bars', 'American']"
1190,Teriyaki Plus,Teriyaki%20Plus,Shoreline,https://www.yelp.com/biz/teriyaki-plus-seattle-3,3.7,81,"2100 N Northgate Way Ste B Seattle, WA 98133",$,Haller Lake,['Japanese']
1191,Kahlo’s Cantina,Kahlo%E2%80%99s%20Cantina,Shoreline,https://www.yelp.com/biz/kahlo-s-cantina-edmonds-2,3.1,160,"102 Main St Edmonds, WA 98020",$$,Write a Review,"['Mexican', 'Cocktail Bars']"
1192,Lake Forest Bar & Grill,Lake%20Forest%20Bar%20%26%20Grill,Shoreline,https://www.yelp.com/biz/lake-forest-bar-and-grill-lake-forest-park,3,448,"17535 Ballinger Way NE Lake Forest Park, WA 98155",$$,N 14th Ave & 175th St,"['American', 'Bars', 'Breakfast & Brunch']"
1193,Ahadu Ethiopian Restaurant,Ahadu%20Ethiopian%20Restaurant,Shoreline,https://www.yelp.com/biz/ahadu-ethiopian-restaurant-seattle,4.5,99,"1508 NE 117th St Seattle, WA 98125",$$,N 16th Ave & N 15th Ave,['Ethiopian']
1194,Watershed Pub & Kitchen,Watershed%20Pub%20%26%20Kitchen,Shoreline,https://www.yelp.com/biz/watershed-pub-and-kitchen-seattle-2,3.7,464,"10104 3rd Ave NE Seattle, WA 98125",$$,Mapleleaf,"['Pubs', 'Pizza', 'Breakfast & Brunch']"
1195,Flying Squirrel Pizza,Flying%20Squirrel%20Pizza,Shoreline,https://www.yelp.com/biz/flying-squirrel-pizza-seattle-5,3.5,167,"5701 Airport Way S Ste A Seattle, WA 98108",$$,See all photos from Kevin F. for Flying Squirrel Pizza,"['Pizza', 'Bars']"
1196,Baja Tacos & Beer Mexican Restaurant,Baja%20Tacos%20%26%20Beer%20Mexican%20Restaurant,Shoreline,https://www.yelp.com/biz/tacos-and-beer-seattle-2,3.9,227,"9211 Holman Rd NW Seattle, WA 98117",$$,Crown Hill,['Mexican']
1197,Santa Fe Mexican Grill & Cantina,Santa%20Fe%20Mexican%20Grill%20%26%20Cantina,Shoreline,https://www.yelp.com/biz/santa-fe-mexican-grill-and-cantina-seattle-3,4.1,43,"9747 4th Ave NW Seattle, WA 98117",$$,See all photos from Jacque C. for Santa Fe Mexican Grill & Cantina,['Mexican']
1198,Burgermaster,Burgermaster,Shoreline,https://www.yelp.com/biz/burgermaster-seattle,3.8,306,,$,See all photos from Gilmar R. for Burgermaster,['Burgers']
1199,A1 Hop Shop 144th,A1%20Hop%20Shop%20144th,Shoreline,https://www.yelp.com/biz/a1-hop-shop-144th-seattle-3,4.7,24,"14401 Greenwood Ave N Seattle, WA 98133",$,Broadview,"['Beer Bar', 'Sports Bars', 'Pizza']"
1200,Modoo Restaurant,Modoo%20Restaurant,Lynnwood,https://www.yelp.com/biz/modoo-restaurant-lynnwood,4.4,239,"18601 Hwy 99 Ste 100 Lynnwood, WA 98037",$$,See all photos from Kat N. for Modoo Restaurant,"['Korean', 'Soul Food']"
1201,Dawa,Dawa,Lynnwood,https://www.yelp.com/biz/dawa-lynnwood,4.6,265,"18623 Hwy 99 Ste 130 Lynnwood, WA 98037",$$,See all photos from Gloria N. for Dawa,"['Korean', 'Chicken Wings']"
1202,Fire & the Feast,Fire%20%26%20the%20Feast,Lynnwood,https://www.yelp.com/biz/fire-and-the-feast-edmonds,4.2,195,"526 Main St Edmonds, WA 98020",$$,See all photos from Michelle C. for Fire & the Feast,"['Italian', 'Salad', 'Pizza']"
1203,The Market,The%20Market,Lynnwood,https://www.yelp.com/biz/market-seattle-seattle-2,4.2,133,"1300 1st Ave Seattle Art Museum Seattle, WA 98101",$$,See all photos from Travis P. for MARKET Seattle,"['Seafood', 'Coffee & Tea']"
1204,Cask & Trotter - Lynnwood,Cask%20%26%20Trotter%20-%20Lynnwood,Lynnwood,https://www.yelp.com/biz/cask-and-trotter-lynnwood-lynnwood-2,3.8,326,"18411 Hwy 99 Lynnwood, WA 98037",$$,See all photos from Abbey O. for Cask & Trotter - Lynnwood,"['Barbeque', 'Bars', 'American']"
1205,Indigo Kitchen and Ale House,Indigo%20Kitchen%20and%20Ale%20House,Lynnwood,https://www.yelp.com/biz/indigo-kitchen-and-ale-house-lynnwood,4.2,1074,"2902 164th St SW Ste F Lynnwood, WA 98087",$$,Write a Review,"['New American', 'Breakfast & Brunch']"
