,index,Name,Rating,Num Reviews,Address,Marquee,Distribution,Cost,Tags,Zip Code,Neighborhood
1691,1691,Dicks Drive-In,4.0,24,"12325 30th Ave NE, Seattle, WA 98125-5405",#248 of 302 Quick Bites in Seattle,"[10, 8, 0, 1, 4]",$,Quick BitesAmericanFast Food,98125,Northgate
1692,1692,The Ballard Cut,4.5,7,"5313 Ballard Ave NW Ste A, Seattle, WA 98107-4061","#1,034 of 2,182 Restaurants in Seattle","[4, 2, 0, 1, 0]",,,98107,Ballard
1694,1694,A la Mode Pies,4.5,9,"4225 SW Alaska St, Seattle, WA 98116-4524","#1,035 of 2,182 Restaurants in Seattle","[6, 1, 2, 0, 0]",,,98116,Other
1696,1696,Thanh Vi,4.0,24,"4226 University Way NE, Seattle, WA 98105-5807","#1,036 of 2,182 Restaurants in Seattle","[5, 14, 3, 0, 2]",$,AsianVietnameseSoups,98105,University District
1698,1698,Flowers Bar & Restaurant,4.0,25,"4247 University Way NE, Seattle, WA 98105-5806","#1,037 of 2,182 Restaurants in Seattle","[8, 8, 6, 0, 2]",$$ - $$$,AmericanInternationalPub,98105,University District
1699,1699,Beveridge Place Pub,4.5,10,"6413 California Ave SW, Seattle, WA 98136-1831",#29 of 69 Bars & Pubs in Seattle,"[3, 7, 0, 0, 0]",$$ - $$$,Pub,98136,Other
1700,1700,Mighty o Donuts,4.0,20,"1555 NW Market St, Seattle, WA 98107-5212",#65 of 88 Bakeries in Seattle,"[8, 5, 3, 1, 2]",$,Bakeries,98107,Ballard
1702,1702,Resistencia Coffee,5.0,4,"1249 S Cloverdale St, Seattle, WA 98108-4824","#1,039 of 2,182 Restaurants in Seattle","[4, 0, 0, 0, 0]",,,98108,Other
1703,1703,El Legendario Mexican Restaurant,4.5,12,"4705 Aurora Ave N, Seattle, WA 98103-6515","#1,040 of 2,182 Restaurants in Seattle","[9, 1, 0, 0, 1]",$$ - $$$,Mexican,98103,Fremont/Wallingford
1704,1704,Sultan Gyro Grill,4.5,10,"4222 University Way NE, Seattle, WA 98105-5807","#1,041 of 2,182 Restaurants in Seattle","[5, 3, 1, 0, 0]",$,MediterraneanTurkishMiddle Eastern,98105,University District
1705,1705,Smile Thai Cuisine,4.0,17,"6411 Latona Ave NE, Seattle, WA 98115-6556","#1,042 of 2,182 Restaurants in Seattle","[8, 5, 3, 1, 0]",$$ - $$$,AsianThai,98115,Other
1708,1708,The Lookout,4.5,11,"757 Bellevue Ave E, Seattle, WA 98102-5903","#1,043 of 2,182 Restaurants in Seattle","[5, 6, 0, 0, 0]",,BarPub,98102,Capitol Hill
1710,1710,Cone & Steiner,4.5,7,"1012 1st Ave, Seattle, WA 98104-1026","#1,044 of 2,182 Restaurants in Seattle","[4, 2, 1, 0, 0]",,American,98104,Chinatown
1711,1711,Subway,3.5,30,"501 Seneca Street, Seattle, WA 98101","#1,045 of 2,182 Restaurants in Seattle","[8, 6, 6, 0, 3]",$,AmericanFast FoodVegetarian Friendly,98101,Downtown
1713,1713,Poco Wine & Spirits,4.5,19,"1408 E Pine St, Seattle, WA 98122-4032","#1,046 of 2,182 Restaurants in Seattle","[7, 9, 2, 0, 0]",$$ - $$$,BarPubWine Bar,98122,Capitol Hill
1715,1715,Teinei,4.5,9,"1256 Republican St, Seattle, WA 98109-5538","#1,047 of 2,182 Restaurants in Seattle","[4, 4, 1, 0, 0]",$$ - $$$,JapaneseSushi,98109,Queen Anne/South Lake Union
1716,1716,Quality Athletics,3.5,79,"121 S King St, Seattle, WA 98104-3115","#1,048 of 2,182 Restaurants in Seattle","[18, 25, 17, 6, 12]",$$ - $$$,AmericanBar,98104,Chinatown
1717,1717,PICK-QUICK Drive In,4.5,8,"2990 4th Ave S, Seattle, WA 98134-1915","#1,049 of 2,182 Restaurants in Seattle","[5, 1, 2, 0, 0]",$,American,98134,Other
1718,1718,The Park Pub,4.0,16,"6114 Phinney Ave N, Seattle, WA 98103-5514","#1,050 of 2,182 Restaurants in Seattle","[9, 2, 2, 1, 1]",$,BarPub,98103,Fremont/Wallingford
1720,1720,Wings Cafe,4.0,14,"9404 E Marginal Way S, Seattle, WA 98108-4046",#249 of 302 Quick Bites in Seattle,"[3, 6, 1, 0, 1]",$,Quick BitesAmericanCafe,98108,Other
1722,1722,Jasmine Thai Restaurant,4.0,17,"1530 Post Aly Ste 6, Seattle, WA 98101-3520","#1,051 of 2,182 Restaurants in Seattle","[6, 4, 2, 1, 2]",$,AsianThaiVegetarian Friendly,98101,Downtown
1724,1724,Mason's Famous Lobster Rolls,5.0,3,"1307 1st Avenue, Seattle, WA 98101","#1,052 of 2,182 Restaurants in Seattle","[3, 0, 0, 0, 0]",,,98101,Downtown
1725,1725,Starbucks,4.5,9,"10100 E Marginal Way S, Seattle, WA 98168-1830",#98 of 225 Coffee & Tea in Seattle,"[2, 3, 0, 0, 0]",$,Cafe,98168,Other
1726,1726,Iconiq,5.0,5,"1421 31st Ave S, Seattle, WA 98144-3909","#1,053 of 2,182 Restaurants in Seattle","[4, 1, 0, 0, 0]",$$$$,JapaneseAmericanAsian,98144,Other
1727,1727,The Thirsty Fish,4.5,11,"9041 Holman Rd NW, Seattle, WA 98117-3426","#1,054 of 2,182 Restaurants in Seattle","[6, 5, 0, 0, 0]",$$ - $$$,BarSeafoodPub,98117,Other
1728,1728,One Pot,4.5,7,"506 12th Ave S, Seattle, WA 98144-2006","#1,055 of 2,182 Restaurants in Seattle","[4, 3, 0, 0, 0]",$$ - $$$,AsianKorean,98144,Other
1729,1729,Casa Patron Restaurant & Bar,4.0,16,"805 NE 65th St, Seattle, WA 98115-5539","#1,056 of 2,182 Restaurants in Seattle","[7, 3, 4, 2, 0]",$$ - $$$,MexicanLatinSpanish,98115,Other
1730,1730,Queen Bee,4.5,10,"223 W Galer St, Seattle, WA 98119-2478","#1,057 of 2,182 Restaurants in Seattle","[6, 3, 1, 0, 0]",,,98119,Other
1731,1731,Cafe Racer,5.0,9,"5828 Roosevelt Way NE, Seattle, WA 98105-2742","#1,058 of 2,182 Restaurants in Seattle","[8, 0, 1, 0, 0]",,,98105,University District
1733,1733,Ampersand Cafe,4.0,20,"2536 Alki Ave SW Suite B, Seattle, WA 98116-2262",#99 of 225 Coffee & Tea in Seattle,"[8, 4, 7, 0, 1]",$,Quick BitesCafe,98116,Other
1734,1734,Naka,4.5,13,"1449 E Pine St, Seattle, WA 98122-4032","#1,059 of 2,182 Restaurants in Seattle","[8, 2, 1, 0, 1]",$$$$,JapaneseAsian,98122,Capitol Hill
1736,1736,Locol Barley & Vine,4.5,9,"7902 35th Ave, Seattle, WA 98126-3405","#1,060 of 2,182 Restaurants in Seattle","[7, 1, 1, 0, 0]",$$ - $$$,Contemporary,98126,Other
1738,1738,Magic Dragon Chinese Eatery,4.5,11,"1827 15th Ave W, Seattle, WA 98119-2766","#1,061 of 2,182 Restaurants in Seattle","[6, 2, 3, 0, 0]",$,Chinese,98119,Other
1740,1740,Salvadorean Bakery,4.0,20,"1719 SW Roxbury St, Seattle, WA 98106-2737",#66 of 88 Bakeries in Seattle,"[10, 7, 1, 1, 1]",$,BakeriesLatinSpanish,98106,Other
1741,1741,Retro Coffee,4.0,9,"920 5th Ave Suite #150, Seattle, WA 98104-1189",#100 of 225 Coffee & Tea in Seattle,"[7, 0, 0, 1, 1]",$$ - $$$,Cafe,98104,Chinatown
1744,1744,36 Stone,4.5,8,"3630 Stone Way N, Seattle, WA 98103-8004","#1,062 of 2,182 Restaurants in Seattle","[4, 4, 0, 0, 0]",,,98103,Fremont/Wallingford
1745,1745,Raised Doughnuts,4.5,6,"2301 E Union St Suite L, Seattle, WA 98122-2978","#1,063 of 2,182 Restaurants in Seattle","[3, 3, 0, 0, 0]",,,98122,Capitol Hill
1746,1746,El farol,4.0,11,"1467 E Republican St, Seattle, WA 98112-4517","#1,064 of 2,182 Restaurants in Seattle","[5, 4, 1, 0, 1]",$,Mexican,98112,Capitol Hill
1747,1747,Willmott's Ghost,4.0,14,"2100 6th Ave, Seattle, WA 98121-2513","#1,065 of 2,182 Restaurants in Seattle","[7, 4, 1, 0, 2]",$$ - $$$,ItalianPizza,98121,Belltown
1749,1749,Pho-White Center,4.5,10,"9642 16th Ave SW, Seattle, WA 98106-2827","#1,066 of 2,182 Restaurants in Seattle","[6, 2, 2, 0, 0]",,Vietnamese,98106,Other
1750,1750,Poké Lover,4.5,7,"4730 University Way NE, Seattle, WA 98105-4424","#1,067 of 2,182 Restaurants in Seattle","[4, 2, 0, 0, 0]",,,98105,University District
1752,1752,Plenty of Clouds,5.0,6,"1550 15th Ave, Seattle, WA 98122-4008","#1,068 of 2,182 Restaurants in Seattle","[6, 0, 0, 0, 0]",,Chinese,98122,Capitol Hill
1753,1753,Duck Island Ale House,4.5,10,"7317 Aurora Ave N, Seattle, WA 98103-5356","#1,069 of 2,182 Restaurants in Seattle","[5, 4, 0, 0, 0]",$$ - $$$,AmericanBarGrill,98103,Fremont/Wallingford
1754,1754,Pineapple Bistro & Bar,3.5,12,"300 Roy St, Seattle, WA 98109-4114","#1,070 of 2,182 Restaurants in Seattle","[2, 6, 1, 2, 0]",$$ - $$$,AmericanBarPub,98109,Queen Anne/South Lake Union
1755,1755,Trail Head BBQ Bar,3.5,33,"17801 International Blvd Seattle-Tacoma International Airport, Seattle, WA 98158-1202","#1,071 of 2,182 Restaurants in Seattle","[17, 2, 3, 2, 9]",$$ - $$$,AmericanBarBarbecue,98158,Other
1757,1757,SPIN Seattle,4.5,8,"1511 6th Ave, Seattle, WA 98101","#1,072 of 2,182 Restaurants in Seattle","[5, 2, 0, 1, 0]",,AmericanBarPizzaAsian,98101,Downtown
1758,1758,Sushi Kudasai,4.0,19,"1420 5th Ave, Seattle, WA 98101-4087","#1,073 of 2,182 Restaurants in Seattle","[5, 6, 4, 1, 0]",$,JapaneseSushiAsian,98101,Downtown
1759,1759,Mr. Gyros,4.5,19,"5522 20th Ave NW, Seattle, WA 98107-5214",#251 of 302 Quick Bites in Seattle,"[12, 4, 0, 0, 2]",$,Quick BitesMediterraneanGreek,98107,Ballard
1760,1760,Sushi Suzuki,5.0,3,"4116 1/2 E Madison St Walk Down The Alley To The Back, Seattle, WA 98112","#1,074 of 2,182 Restaurants in Seattle","[3, 0, 0, 0, 0]",,Japanese,98112,Capitol Hill
1761,1761,Purple Dot Cafe,3.5,57,"515 Maynard Ave S, Seattle, WA 98104-2918","#1,075 of 2,182 Restaurants in Seattle","[11, 24, 6, 6, 9]",$$ - $$$,ChineseAsianHong Kong,98104,Chinatown
1762,1762,Nuna Ramen,4.0,18,"501 N 36th St, Seattle, WA 98103-8674","#1,076 of 2,182 Restaurants in Seattle","[5, 8, 1, 3, 0]",$$ - $$$,JapaneseAsianVegetarian Friendly,98103,Fremont/Wallingford
1763,1763,College Inn Pub,4.0,16,"4006 University Way NE, Seattle, WA 98105-6209","#1,077 of 2,182 Restaurants in Seattle","[3, 5, 4, 0, 1]",$,BarPub,98105,University District
1764,1764,Victrola Coffee Beacon Hill,4.0,17,"3215 Beacon Ave S, Seattle, WA 98144-6330",#101 of 225 Coffee & Tea in Seattle,"[6, 4, 4, 1, 1]",$,Quick BitesCafe,98144,Other
1767,1767,Foo Lam Restaurant,4.5,10,"7101 Martin Luther King Jr Way S, Seattle, WA 98118-3594","#1,078 of 2,182 Restaurants in Seattle","[4, 4, 0, 0, 0]",$$ - $$$,Chinese,98118,Other
1769,1769,Diane's Market Kitchen,5.0,9,"1101 Post Ave, Seattle, WA 98101-2932","#1,079 of 2,182 Restaurants in Seattle","[9, 0, 0, 0, 0]",,Seafood,98101,Downtown
1770,1770,Dough Joy,5.0,3,"4310 SW Oregon St, Seattle, WA 98116-4140",#67 of 88 Bakeries in Seattle,"[3, 0, 0, 0, 0]",,Bakeries,98116,Other
1771,1771,Cafetal Quilombo Cafe,4.0,9,"4343 15th Ave S, Seattle, WA 98108-1447","#1,080 of 2,182 Restaurants in Seattle","[2, 6, 1, 0, 0]",$,Mexican,98108,Other
1772,1772,Taneda,4.5,5,"219 Broadway E Ste 14, Seattle, WA 98102-5733","#1,081 of 2,182 Restaurants in Seattle","[3, 2, 0, 0, 0]",,Japanese,98102,Capitol Hill
1775,1775,Spiro's Pizza & Pasta - West Seattle,4.0,15,"3401 California Ave SW, Seattle, WA 98116-3306","#1,083 of 2,182 Restaurants in Seattle","[8, 4, 2, 0, 1]",$$ - $$$,Pizza,98116,Other
1776,1776,Rocking Wok Taiwanese Cuisine,4.0,14,"4301 Interlake Ave N #7517, Seattle, WA 98103-7517","#1,084 of 2,182 Restaurants in Seattle","[1, 10, 0, 0, 0]",$$ - $$$,ChineseAsianTaiwanese,98103,Fremont/Wallingford
1779,1779,Spruce Cafe,4.0,5,"724 Pine St, Seattle, WA 98101-1843","#1,085 of 2,182 Restaurants in Seattle","[2, 2, 1, 0, 0]",$$ - $$$,AmericanCafe,98101,Downtown
1780,1780,Princi,4.0,12,"1124 Pike St Starbucks Reserve Roastery, Seattle, WA 98101-1924",#68 of 88 Bakeries in Seattle,"[7, 2, 0, 0, 2]",$$ - $$$,BakeriesItalianPizza,98101,Downtown
1781,1781,Sister's European Snacks,3.5,71,"1530 Post Aly, Seattle, WA 98101-3520","#1,086 of 2,182 Restaurants in Seattle","[16, 18, 20, 7, 6]",$,AmericanCafeEuropean,98101,Downtown
1782,1782,LA Palma Restaurant,4.0,21,"3456 15th Ave W, Seattle, WA 98119-1602","#1,087 of 2,182 Restaurants in Seattle","[8, 7, 4, 1, 1]",$$ - $$$,Mexican,98119,Other
1783,1783,Sol Liquor Lounge,4.5,14,"607 Summit Ave E, Seattle, WA 98102-4821","#1,088 of 2,182 Restaurants in Seattle","[9, 4, 0, 0, 1]",$$ - $$$,AmericanBarPub,98102,Capitol Hill
1784,1784,Alibi Room,4.5,7,"10406 Holman Rd N Between 104th St & 105th St, Seattle, WA 98133-9149","#1,089 of 2,182 Restaurants in Seattle","[4, 1, 1, 0, 0]",$$ - $$$,ItalianPizza,98133,Bitter Lake
1785,1785,Anchored Ship Coffee,5.0,6,"5306 Ballard Ave NW, Seattle, WA 98107-4366",#102 of 225 Coffee & Tea in Seattle,"[5, 1, 0, 0, 0]",$$ - $$$,Cafe,98107,Ballard
1786,1786,Caffe Ladro,4.5,9,"2205 Queen Anne Ave N, Seattle, WA 98109-2313",#103 of 225 Coffee & Tea in Seattle,"[5, 3, 0, 0, 0]",$,Cafe,98109,Queen Anne/South Lake Union
1787,1787,Chef Cafe,5.0,7,"2200 S Jackson St, Seattle, WA 98144-2339","#1,090 of 2,182 Restaurants in Seattle","[6, 1, 0, 0, 0]",$,AfricanEthiopian,98144,Other
1791,1791,Ten Sushi35 & Ebisu Bento,4.5,8,"1207 S Jackson St Ste B106, Seattle, WA 98144-2033","#1,091 of 2,182 Restaurants in Seattle","[4, 1, 0, 0, 1]",$$ - $$$,JapaneseSushiAsian,98144,Other
1792,1792,The Royal Room,4.0,15,"5000 Rainier Ave S, Seattle, WA 98118-1927","#1,092 of 2,182 Restaurants in Seattle","[3, 8, 4, 0, 0]",$$ - $$$,BarPub,98118,Other
1794,1794,Starbucks,4.0,16,"1700 7th Ave Nordstrom Building, Seattle, WA 98101-1397",#104 of 225 Coffee & Tea in Seattle,"[6, 4, 1, 0, 1]",$,Quick BitesCafe,98101,Downtown
1795,1795,GoldinBlack,4.5,7,"621 Queen Anne Ave N, Seattle, WA 98109-4013","#1,093 of 2,182 Restaurants in Seattle","[4, 1, 0, 0, 0]",,AsianKorean,98109,Queen Anne/South Lake Union
1796,1796,Blarney Stone Pub & Restaurant,3.5,37,"1416 1st Ave, Seattle, WA 98101-2004",#30 of 69 Bars & Pubs in Seattle,"[8, 17, 4, 2, 6]",$$ - $$$,AmericanIrishBar,98101,Downtown
1797,1797,La Palmera Mexican Restaurant,4.0,7,"901 Mercer St, Seattle, WA 98109-4334","#1,095 of 2,182 Restaurants in Seattle","[4, 1, 1, 1, 0]",,,98109,Queen Anne/South Lake Union
1799,1799,Kimchi Bistro,4.5,8,"219 Broadway E, Seattle, WA 98102-5733","#1,096 of 2,182 Restaurants in Seattle","[4, 3, 0, 0, 0]",$,AsianKorean,98102,Capitol Hill
1801,1801,Fort St George,4.0,10,"601 S King St Ste 202, Seattle, WA 98104-2916","#1,097 of 2,182 Restaurants in Seattle","[2, 5, 3, 0, 0]",$,Japanese,98104,Chinatown
1802,1802,Calluna,5.0,5,"5628 University Way NE, Seattle, WA 98105-2620",#255 of 302 Quick Bites in Seattle,"[5, 0, 0, 0, 0]",$$ - $$$,Quick BitesAmericanEuropean,98105,University District
1803,1803,The Station,4.5,9,"2533 16th Ave S, Seattle, WA 98144-5103",#105 of 225 Coffee & Tea in Seattle,"[3, 5, 0, 0, 0]",$,Cafe,98144,Other
1805,1805,Seasons Cafe & Bakery,4.5,8,"9701 15th Ave NW, Seattle, WA 98117-2315",#69 of 88 Bakeries in Seattle,"[4, 4, 0, 0, 0]",$$ - $$$,BakeriesCafe,98117,Other
1806,1806,Cafe Vita,4.5,8,"4301 Fremont Ave N, Seattle, WA 98103-7223",#106 of 225 Coffee & Tea in Seattle,"[3, 4, 0, 0, 0]",,Cafe,98103,Fremont/Wallingford
1807,1807,Mirch Masala,4.0,12,"213 Broadway E, Seattle, WA 98102-5723","#1,098 of 2,182 Restaurants in Seattle","[4, 4, 2, 0, 1]",,Indian,98102,Capitol Hill
1808,1808,Fiddler's Inn Pub,4.0,17,"9219 35th Ave NE, Seattle, WA 98115-3618","#1,099 of 2,182 Restaurants in Seattle","[4, 10, 2, 1, 0]",$$ - $$$,AmericanGrillGastropub,98115,Other
1810,1810,Caffe Fiore,4.0,16,"5405 Leary Ave NW, Seattle, WA 98107-4079",#107 of 225 Coffee & Tea in Seattle,"[4, 8, 4, 0, 0]",$$ - $$$,Cafe,98107,Ballard
1811,1811,Phayathai,4.0,13,"8917 Lake City Way NE Ste 4, Seattle, WA 98115-8201","#1,100 of 2,182 Restaurants in Seattle","[7, 2, 3, 1, 0]",,AsianThai,98115,Other
1812,1812,The Independent Pizzeria,4.0,13,"4235 E Madison St, Seattle, WA 98112-3236","#1,101 of 2,182 Restaurants in Seattle","[7, 3, 2, 0, 1]",$$ - $$$,ItalianPizza,98112,Capitol Hill
1813,1813,Whisky West,4.0,14,"6451 California Ave SW, Seattle, WA 98136-1831","#1,102 of 2,182 Restaurants in Seattle","[8, 4, 0, 0, 2]",$$ - $$$,AmericanBarBritish,98136,Other
1814,1814,Maroun Mediterranean Grill,4.5,4,"366 Roy St, Seattle, WA 98109-4116","#1,103 of 2,182 Restaurants in Seattle","[3, 0, 1, 0, 0]",,,98109,Queen Anne/South Lake Union
1815,1815,The Highliner Public House,3.5,27,"3909 18th Ave W Fishermen's Terminal, Seattle, WA 98119-1659","#1,104 of 2,182 Restaurants in Seattle","[6, 9, 9, 2, 1]",$$ - $$$,BarSeafoodPub,98119,Other
1818,1818,Rapport Seattle,5.0,3,"700 Broadway East Seattle, Wa, Seattle, WA 98102-4698","#1,105 of 2,182 Restaurants in Seattle","[3, 0, 0, 0, 0]",,American,98102,Capitol Hill
1819,1819,Emma's BBQ,4.0,9,"5303 Rainier Ave S, Seattle, WA 98118-2302","#1,106 of 2,182 Restaurants in Seattle","[4, 4, 0, 1, 0]",$$ - $$$,Barbecue,98118,Other
1820,1820,5 Spot,4.5,4,"1502 Queen Anne Ave N, Seattle, WA 98109-3159","#1,107 of 2,182 Restaurants in Seattle","[3, 0, 1, 0, 0]",$$ - $$$,AmericanCafeDiner,98109,Queen Anne/South Lake Union
1821,1821,West Seattle Fish House,4.5,13,"9005 35th Ave SW, Seattle, WA 98126-3820","#1,108 of 2,182 Restaurants in Seattle","[7, 3, 1, 0, 1]",$,Seafood,98126,Other
1823,1823,Red Bowls Restaurant,4.5,8,"812 3rd Ave Central Building, Seattle, WA 98104-1602","#1,109 of 2,182 Restaurants in Seattle","[5, 2, 0, 0, 0]",$,AsianKorean,98104,Chinatown
1824,1824,The Traveling Goat,5.0,3,"621 1/2 Queen Anne Ave N Russo Building, Seattle, WA 98109-4013",#31 of 69 Bars & Pubs in Seattle,"[3, 0, 0, 0, 0]",,AsianPubFusionGastropub,98109,Queen Anne/South Lake Union
1825,1825,Kangaroo & Kiwi,3.5,38,"2026 NW Market St, Seattle, WA 98107-4080",#256 of 302 Quick Bites in Seattle,"[11, 13, 7, 1, 5]",$$ - $$$,Quick BitesAmericanBar,98107,Ballard
1826,1826,Specialty's Cafe & Bakery,4.5,11,"520 Terry Ave N, Seattle, WA 98109-4363",#70 of 88 Bakeries in Seattle,"[5, 5, 0, 0, 0]",$,Bakeries,98109,Queen Anne/South Lake Union
1827,1827,Lucky Chinese Restaurant,4.0,11,"5807 4th Ave S, Seattle, WA 98108-3207","#1,111 of 2,182 Restaurants in Seattle","[3, 6, 2, 0, 0]",$,ChineseAsian,98108,Other
1828,1828,Slab Sandwich + Pie,4.5,6,"1201 10th Ave, Seattle, WA 98122-4209","#1,112 of 2,182 Restaurants in Seattle","[2, 4, 0, 0, 0]",$$ - $$$,AmericanCafe,98122,Capitol Hill
1829,1829,Canton Wonton House,4.0,17,"608 South Weller Street, Seattle, WA 98104","#1,113 of 2,182 Restaurants in Seattle","[9, 6, 0, 0, 2]",$,ChineseAsianCantonese,98104,Chinatown
1830,1830,Espresso To Go,4.5,11,"3512 Fremont Pl N, Seattle, WA 98103-8623",#108 of 225 Coffee & Tea in Seattle,"[6, 4, 1, 0, 0]",$,Quick BitesCafe,98103,Fremont/Wallingford
1831,1831,Urban Luxe Cafe,5.0,5,"6105 Roosevelt Way NE A, Seattle, WA 98115-6682","#1,114 of 2,182 Restaurants in Seattle","[4, 1, 0, 0, 0]",$$ - $$$,AmericanCafeMediterranean,98115,Other
1833,1833,Cortona Cafe,4.5,11,"2425 E Union St, Seattle, WA 98122-3045",#109 of 225 Coffee & Tea in Seattle,"[5, 4, 1, 0, 0]",$,Cafe,98122,Capitol Hill
1835,1835,Haymaker,4.0,9,"4706 California Ave SW West Seattle, Seattle, WA 98116-4413","#1,115 of 2,182 Restaurants in Seattle","[6, 1, 1, 0, 1]",$$ - $$$,American,98116,Other
1836,1836,Coffeeholic House 2,5.0,3,"8525 Greenwood Ave N, Seattle, WA 98103-3613",#110 of 225 Coffee & Tea in Seattle,"[3, 0, 0, 0, 0]",,AmericanAsianHawaiian,98103,Fremont/Wallingford
1837,1837,Blue Water Taco Grill,4.5,9,"2962 1st Ave S Sodo, Seattle, WA 98134-1820","#1,116 of 2,182 Restaurants in Seattle","[5, 4, 0, 0, 0]",,Mexican,98134,Other
1838,1838,Einstein Bros. Bagels,4.5,10,"600 4th Ave, Seattle, WA 98104",#71 of 88 Bakeries in Seattle,"[6, 2, 2, 0, 0]",,BakeriesAmerican,98104,Chinatown
1839,1839,St John's Bar & Eatery,3.5,29,"719 E Pike St, Seattle, WA 98122-3719","#1,117 of 2,182 Restaurants in Seattle","[16, 4, 1, 1, 7]",$$ - $$$,American,98122,Capitol Hill
1840,1840,Starbucks,4.5,11,"400 Occidental Ave S, Seattle, WA 98104-2836",#111 of 225 Coffee & Tea in Seattle,"[5, 3, 2, 0, 0]",,,98104,Chinatown
1841,1841,Café Suisse,4.5,8,"2008 Westlake Ave Ste. 100, Seattle, WA 98121-2695","#1,118 of 2,182 Restaurants in Seattle","[4, 4, 0, 0, 0]",,,98121,Belltown
1842,1842,Bella Luna Pizza & Pasta,4.5,8,"243 SW 153rd St, Seattle, WA 98166-2313","#1,119 of 2,182 Restaurants in Seattle","[5, 1, 2, 0, 0]",$$ - $$$,ItalianPizza,98166,Other
1843,1843,Slate Coffee Roasters,4.5,7,"602 2nd Ave, Seattle, WA 98104-2204",#112 of 225 Coffee & Tea in Seattle,"[3, 3, 0, 0, 0]",,Cafe,98104,Chinatown
1844,1844,The Stop,5.0,4,"616 1st Ave, Seattle, WA 98104-2258","#1,120 of 2,182 Restaurants in Seattle","[3, 1, 0, 0, 0]",,,98104,Chinatown
1845,1845,Chung Chun Rice Dog,5.0,3,"502 S King St, Seattle, WA 98104-2834","#1,121 of 2,182 Restaurants in Seattle","[3, 0, 0, 0, 0]",,AsianKorean,98104,Chinatown
1846,1846,9 LB Hammer,5.0,8,"6009 Airport Way S, Seattle, WA 98108-2717","#1,122 of 2,182 Restaurants in Seattle","[6, 2, 0, 0, 0]",,,98108,Other
1847,1847,Dubsea Coffee,4.5,8,"9910 8th Ave SW, Seattle, WA 98106-3036",#113 of 225 Coffee & Tea in Seattle,"[4, 4, 0, 0, 0]",$,Cafe,98106,Other
1848,1848,Homegrown Sustainable Sandwiches,5.0,6,"208 Westlake Ave N, Seattle, WA 98109-5216","#1,123 of 2,182 Restaurants in Seattle","[5, 1, 0, 0, 0]",$$ - $$$,Cafe,98109,Queen Anne/South Lake Union
1850,1850,Tacos Guaymas,3.5,32,"6808 E Green Lake Way N, Seattle, WA 98115-5417","#1,124 of 2,182 Restaurants in Seattle","[8, 12, 5, 3, 3]",$$ - $$$,Mexican,98115,Other
1851,1851,Martino's Smoked Meats & Eatery,4.5,11,"7410 Greenwood Ave N, Seattle, WA 98103-5044","#1,125 of 2,182 Restaurants in Seattle","[7, 2, 1, 0, 0]",$$ - $$$,Barbecue,98103,Fremont/Wallingford
1853,1853,Lil Red Takeout & Catering,5.0,5,"4225 Rainier Ave S, Seattle, WA 98118-1356","#1,126 of 2,182 Restaurants in Seattle","[4, 1, 0, 0, 0]",,CaribbeanBarbecueJamaican,98118,Other
1854,1854,Meet Korean BBQ,5.0,4,"500 E Pike St, Seattle, WA 98122-3885","#1,127 of 2,182 Restaurants in Seattle","[3, 1, 0, 0, 0]",$$ - $$$,BarbecueAsianKorean,98122,Capitol Hill
1855,1855,Seattle Lotus Vegetarian Restaurant,4.5,8,"10439 16th Ave SW, Seattle, WA 98146-1476","#1,128 of 2,182 Restaurants in Seattle","[4, 3, 0, 1, 0]",$$ - $$$,Vietnamese,98146,Other
1857,1857,South Town Pie,5.0,4,"8611 14th Ave S, Seattle, WA 98108-4806","#1,129 of 2,182 Restaurants in Seattle","[4, 0, 0, 0, 0]",$$ - $$$,Pizza,98108,Other
1858,1858,Zephyr Bar,4.5,4,"255 South King Street, Seattle, WA 98104","#1,130 of 2,182 Restaurants in Seattle","[2, 1, 1, 0, 0]",,,98104,Chinatown
1859,1859,Bent Burgers,4.0,23,"5100 S Dawson St, Seattle, WA 98118-2100",#258 of 302 Quick Bites in Seattle,"[9, 4, 8, 0, 1]",$$ - $$$,Quick BitesAmericanPub,98118,Other
1860,1860,Delish Ethiopian Cuisine,5.0,4,"5701 Rainier Ave S, Seattle, WA 98118","#1,131 of 2,182 Restaurants in Seattle","[4, 0, 0, 0, 0]",,,98118,Other
1861,1861,Bananas Grill,4.0,12,"4556 Martin Luther King Jr Way S, Seattle, WA 98108-2151","#1,132 of 2,182 Restaurants in Seattle","[4, 6, 1, 1, 0]",$,MediterraneanMiddle EasternHalal,98108,Other
1862,1862,Ban Hua Sai,5.0,5,"9400 Roosevelt Way NE, Seattle, WA 98115-2851","#1,133 of 2,182 Restaurants in Seattle","[5, 0, 0, 0, 0]",$$ - $$$,AsianThai,98115,Other
1863,1863,Fuel Sports Grill,4.0,14,"8037 15th Ave NW, Seattle, WA 98117-3602","#1,134 of 2,182 Restaurants in Seattle","[5, 6, 2, 0, 1]",$$ - $$$,AmericanBarPub,98117,Other
1864,1864,Salt and Sugar Cafe and Bakery,5.0,4,"5615 24th Ave NW Ste 102, Seattle, WA 98107-4156","#1,135 of 2,182 Restaurants in Seattle","[3, 1, 0, 0, 0]",$$ - $$$,Cafe,98107,Ballard
